mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
25	25	391/4	391/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	207								
25	25	98	98	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	208								
25	25	197/2	197/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	209								
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	210								
25	25	99	99	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	211								
25	25	397/4	397/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	212								
25	25	199/2	199/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	213								
25	25	399/4	399/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	214								
25	25	96	96	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	215								
25	25	97	97	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	216								
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	217								
25	25	99	99	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	218								
25	25	96	96	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	219								
25	25	98	98	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	220								
26	26	100	100	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	221								
26	26	101	101	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	222								
26	26	102	102	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	223								
26	26	103	103	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	224								
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	225								
26	26	100	100	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	226								
26	26	102	102	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	227								
26	26	103	103	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	228								
26	26	100	100	4.0	0	0	Chord	4/4	2	1	1	1	1	229								
26	26	100	100	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	230								
26	26	101	101	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	231								
26	26	102	102	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	232								
26	26	103	103	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	233								
27	27	104	104	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	234								
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	235								
27	27	106	106	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	236								
27	27	107	107	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	237								
27	27	104	104	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	238								
27	27	106	106	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	239								
27	27	104	104	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	240								
27	27	105	105	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	241								
27	27	107	107	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	242								
28	28	108	108	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	243								
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	244								
28	28	110	110	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	245								
28	28	111	111	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	246								
28	28	108	108	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	247								
28	28	110	110	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	248								
28	28	108	108	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	249								
28	28	109	109	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	250								
28	28	111	111	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	251								
29	29	112	112	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	252								
29	29	113	113	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	253								
29	29	453/4	453/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	254								
29	29	227/2	227/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	255								
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	256								
29	29	114	114	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	257								
29	29	112	112	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	258								
29	29	115	115	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	259								
29	29	113	113	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	260								
29	29	114	114	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	261								
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	262								
29	29	112	112	4.0	0	0	Chord	4/4	3	1	1	1	1	263								
30	30	116	116	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	264								
30	30	118	118	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	265								
30	30	116	116	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	266								
30	30	117	117	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	267								
30	30	118	118	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	268								
30	30	119	119	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	269								
30	30	116	116	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	270								
30	30	117	117	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	271								
30	30	118	118	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	272								
31	31	120	120	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	273								
31	31	122	122	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	274								
31	31	120	120	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	275								
31	31	121	121	2.0	1/4	1/4	Chord	4/4	1	2	1/2	1/2	1	276								
31	31	123	123	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	277								
31	31	120	120	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	278								
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	279								
31	31	122	122	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	280								
31	31	123	123	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	281								
32	32	124	124	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	282								
32	32	126	126	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	283								
32	32	124	124	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	284								
32	32	125	125	2.0	1/4	1/4	Chord	4/4	1	2	1/2	1/2	1	285								
32	32	127	127	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	286								
32	32	124	124	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	287								
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	288								
32	32	126	126	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	289								
32	32	127	127	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	290								
33	33	128	128	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	291								
33	33	131	131	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	292								
33	33	128	128	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	293								
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	294								
33	33	129	129	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	295								
33	33	130	130	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	296								
33	33	131	131	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	297								
33	33	128	128	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	298								
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	299								
33	33	130	130	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	300								
33	33	261/2	261/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	301								
